IdCliente;Ciudad;Antiguedad;PlanInternacional;BuzonDeVoz;PromMinUsadosDia;PromNumLlamadasDia;PromMinUsadosTarde;PromNumLlamadasTarde;PromMinUsadosNoche;PromNumLlamadasNoche;TotalMinsIntnl;TotalLlamadasIntnl;TotalLlamadasCallCenter;Estado
614;MI;133;No;No;165.9;98;161.9;110;208.9;120;11.2;11.2;2;Vinculado
615;AL;111;No;No;176.4;62;201.0;124;150.4;138;11.2;11.2;0;Vinculado
616;AL;100;No;No;160.3;138;221.3;92;150.4;120;11.2;11.2;0;Vinculado
617;AL;85;No;No;210.3;66;195.8;76;221.6;82;11.2;11.2;1;Vinculado
618;SC;40;No;No;309.4;86;271.3;98;197.1;116;11.2;11.2;3;Retirado
619;SC;92;No;No;183.7;103;270.6;97;132.9;104;11.2;11.2;0;Vinculado
620;NY;54;Si;No;236.3;91;152.8;130;160.3;98;11.2;11.2;3;Vinculado
621;UT;66;No;No;192.4;98;187.0;93;132.9;82;11.2;11.2;0;Vinculado
622;SC;78;No;No;131.4;98;189.9;95;147.4;83;11.2;11.2;2;Vinculado
623;TN;90;Si;No;127.2;94;221.1;108;110.7;106;11.2;11.2;2;Vinculado
624;KS;67;No;No;129.0;78;188.0;116;235.0;102;11.2;11.2;2;Vinculado
625;AL;200;No;No;128.2;87;133.2;105;177.6;123;11.2;11.2;1;Vinculado
626;AL;96;Si;No;200.6;117;289.5;120;98.3;95;11.2;11.2;2;Vinculado
627;SD;121;No;No;179.4;70;143.0;93;116.3;113;11.2;11.2;1;Vinculado
628;FL;185;No;No;55.6;97;288.7;83;111.2;110;12.1;12.1;2;Vinculado
629;DE;44;;No;225.6;118;135.4;122;190.1;96;12.1;12.1;1;Vinculado
630;MI;62;No;No;119.3;94;224.0;81;156.7;78;12.1;12.1;5;Retirado
631;CT;162;No;No;49.2;121;143.9;136;203.0;97;12.1;12.1;1;Vinculado
632;AZ;102;No;No;171.6;116;219.4;111;242.1;85;12.1;12.1;0;Retirado
633;CT;97;No;No;215.3;58;242.4;91;279.8;105;12.1;12.1;0;Vinculado
634;ND;104;No;No;118.5;92;177.8;109;255.7;98;12.1;12.1;1;Vinculado
635;IA;21;No;No;138.1;79;186.9;75;194.2;105;12.1;12.1;0;Vinculado
636;TX;48;No;No;198.2;108;181.0;70;238.9;86;12.1;12.1;1;Vinculado
637;AL;98;No;No;161.0;117;190.9;113;227.7;113;12.1;12.1;4;Vinculado
638;DC;100;Si;No;68.5;110;337.1;115;205.2;99;12.1;12.1;0;Vinculado
639;ID;108;No;No;221.8;105;108.2;107;207.1;87;12.1;12.1;2;Vinculado
640;UT;138;No;No;205.9;96;257.1;94;209.0;63;12.1;12.1;0;Vinculado
641;MS;130;No;No;203.9;63;191.8;93;132.5;125;12.1;12.1;3;Vinculado
642;PA;137;No;No;215.9;76;145.4;118;186.9;129;12.1;12.1;1;Vinculado
643;AR;129;No;No;157.0;113;256.9;97;185.5;126;12.1;12.1;2;Vinculado
644;IL;65;No;No;180.3;84;199.9;129;280.1;62;12.1;12.1;3;Vinculado
645;IN;140;No;No;204.7;100;126.8;107;202.8;115;12.1;12.1;2;Vinculado
646;NE;123;No;No;194.0;118;242.0;114;146.3;108;12.1;12.1;1;Vinculado
647;OR;99;No;No;221.0;118;138.8;104;198.6;96;12.1;12.1;0;Vinculado
648;NM;107;No;No;222.3;101;286.0;111;249.4;117;12.1;12.1;1;Retirado
649;WI;70;No;No;7.9;100;136.4;83;156.6;89;12.1;12.1;0;Vinculado
650;MO;140;No;No;201.9;114;181.7;97;184.5;122;12.1;12.1;0;Vinculado
651;NH;80;No;No;213.3;124;189.6;86;193.7;107;12.1;12.1;1;Vinculado
652;KY;80;No;No;220.0;114;207.7;76;168.4;137;12.1;12.1;2;Vinculado
653;DE;12;No;No;206.1;105;246.6;104;254.6;83;12.1;12.1;2;Vinculado
654;WI;119;No;No;226.6;126;143.6;107;94.9;123;12.1;12.1;1;Vinculado
655;OH;134;No;No;202.7;105;224.9;90;253.9;108;12.1;12.1;0;Vinculado
656;DE;139;No;No;139.0;110;132.9;93;272.0;120;12.1;12.1;0;Vinculado
657;GA;122;;No;93.3;109;214.4;104;176.7;104;12.1;12.1;0;Vinculado
658;AZ;59;No;No;150.2;70;185.7;98;212.5;128;12.1;12.1;1;Vinculado
659;UT;89;No;No;144.2;74;164.7;119;279.2;121;12.1;12.1;4;Retirado
660;OH;83;No;No;227.9;78;207.5;115;211.7;100;12.1;12.1;1;Vinculado
661;WV;3;No;No;182.9;87;172.1;103;233.1;89;12.1;12.1;4;Vinculado
662;KY;107;No;No;157.1;79;162.6;124;150.0;138;12.1;12.1;1;Vinculado
663;IL;71;No;No;207.0;112;173.8;96;178.4;61;12.1;12.1;1;Vinculado
664;NH;93;No;No;179.3;93;188.8;65;253.2;88;12.1;12.1;1;Vinculado
665;NY;99;No;No;182.6;83;154.5;111;196.0;57;12.1;12.1;0;Vinculado
666;RI;103;Si;No;255.9;128;140.9;92;308.9;130;12.1;12.1;1;Retirado
667;KS;39;No;No;181.2;71;344.9;108;213.6;145;12.1;12.1;3;Vinculado
668;MT;122;No;No;190.0;125;141.5;77;216.8;68;15.9;15.9;3;Vinculado
669;NE;80;No;No;127.8;67;181.6;112;197.3;63;15.9;15.9;2;Vinculado
670;TN;89;No;No;208.4;112;189.5;116;264.4;101;16.8;16.8;0;Retirado
671;GA;111;No;No;129.1;92;148.9;132;264.0;103;16.8;16.8;2;Vinculado
672;DE;52;No;No;257.9;80;220.7;82;225.4;70;16.8;16.8;2;Retirado
673;UT;180;No;No;253.9;69;184.2;138;174.3;83;0.4;0.4;1;Vinculado
674;ND;62;No;No;159.9;100;172.2;99;263.2;109;5.6;5.6;1;Vinculado
675;NE;139;No;No;211.1;103;206.9;108;193.9;70;5.6;5.6;0;Vinculado
676;WV;50;No;No;131.1;129;160.5;94;206.9;88;5.6;5.6;5;Retirado
677;NY;160;No;No;216.8;77;207.3;117;228.6;117;5.6;5.6;1;Vinculado
678;TX;86;No;No;181.1;124;229.5;105;122.2;91;5.6;5.6;5;Vinculado
679;CT;99;No;No;95.4;105;207.2;101;136.0;117;5.6;5.6;1;Vinculado
680;MS;189;No;No;227.8;124;169.5;112;201.1;91;5.6;5.6;3;Vinculado
681;MO;92;No;No;154.0;122;329.8;88;288.0;117;5.6;5.6;3;Retirado
682;CT;107;No;No;90.7;90;207.5;109;169.4;96;5.6;5.6;2;Vinculado
683;MN;56;No;No;222.9;100;145.2;110;170.6;129;5.6;5.6;1;Vinculado
684;KY;38;No;No;220.5;110;180.8;114;156.5;102;5.6;5.6;1;Vinculado
685;MN;122;;No;126.0;89;147.0;95;280.2;97;5.6;5.6;0;Vinculado
686;IN;63;No;No;6.6;107;359.3;142;252.5;131;5.6;5.6;0;Vinculado
687;WV;133;No;No;176.8;92;187.5;97;196.8;88;6.5;6.5;2;Vinculado
688;IA;63;No;No;153.5;81;287.3;115;230.2;85;6.5;6.5;2;Vinculado
689;MS;110;No;No;178.4;110;179.1;116;228.1;99;6.5;6.5;1;Vinculado
690;MN;113;No;No;158.9;137;242.8;109;247.8;97;6.5;6.5;0;Vinculado
691;WV;172;No;No;211.7;100;198.7;101;301.7;136;6.5;6.5;1;Vinculado
692;VT;97;No;No;112.7;119;217.7;109;152.1;76;6.5;6.5;1;Vinculado
693;DC;169;Si;No;57.1;98;199.7;78;274.7;103;6.5;6.5;3;Vinculado
694;NM;68;No;No;248.6;59;199.1;126;112.5;117;6.5;6.5;2;Vinculado
695;SC;142;No;No;204.2;98;188.9;85;231.2;136;6.5;6.5;1;Vinculado
696;NM;182;No;No;69.1;114;230.3;109;256.7;96;6.5;6.5;0;Vinculado
697;MO;161;No;No;221.7;95;193.0;82;194.1;113;6.5;6.5;3;Vinculado
698;MD;76;No;No;179.1;110;157.2;81;240.0;109;6.5;6.5;0;Vinculado
699;FL;84;No;No;191.0;88;318.8;119;247.3;79;6.5;6.5;0;Vinculado
700;RI;39;No;No;93.3;83;199.6;114;206.2;104;6.5;6.5;0;Vinculado
701;WI;162;No;No;177.1;131;114.7;122;153.6;88;6.5;6.5;3;Vinculado
702;ND;123;No;No;159.1;94;241.6;119;202.4;120;6.5;6.5;1;Vinculado
703;NC;98;No;No;167.0;60;125.1;65;262.5;100;8.9;8.9;1;Vinculado
704;ND;190;No;No;169.4;102;253.5;113;197.1;93;8.9;8.9;1;Vinculado
705;NE;90;No;No;114.4;108;232.8;150;198.1;78;8.9;8.9;0;Vinculado
706;NH;110;No;No;162.0;81;247.5;89;155.5;99;8.9;8.9;0;Vinculado
707;VA;131;No;No;143.1;114;138.1;119;199.4;100;8.9;8.9;3;Vinculado
708;CT;116;No;No;245.9;73;240.1;87;158.7;89;8.9;8.9;3;Vinculado
709;WI;51;No;No;197.8;60;221.0;64;168.6;134;8.9;8.9;1;Vinculado
710;IL;48;No;No;128.2;71;48.1;78;116.3;80;8.9;8.9;0;Vinculado
711;MO;86;No;No;125.5;139;269.8;93;235.8;110;8.9;8.9;1;Vinculado
712;NE;149;No;No;156.0;56;56.0;116;163.3;104;8.9;8.9;0;Vinculado
713;SD;209;;No;227.2;128;258.4;92;183.5;74;8.9;8.9;3;Vinculado
714;NY;65;No;No;195.4;110;181.2;109;178.5;105;8.9;8.9;0;Vinculado
715;LA;155;No;No;203.4;100;190.9;104;196.0;119;8.9;8.9;0;Retirado
716;KS;94;No;No;269.2;104;193.8;144;257.6;61;8.9;8.9;3;Retirado
717;ME;35;No;No;149.3;113;242.2;122;174.3;104;8.9;8.9;2;Vinculado
718;OH;87;No;No;153.3;106;224.5;117;273.4;152;8.9;8.9;2;Vinculado
719;WV;79;No;No;222.3;99;146.2;82;275.6;82;8.9;8.9;3;Vinculado
720;CT;155;No;No;165.4;108;183.7;103;80.2;108;8.9;8.9;3;Vinculado
721;NY;147;No;No;134.6;91;175.1;83;201.1;114;8.9;8.9;0;Vinculado
722;TX;119;No;No;81.9;75;253.8;114;213.1;125;8.9;8.9;2;Retirado
723;MS;70;No;No;148.4;110;267.1;90;151.5;101;8.9;8.9;0;Vinculado
724;NE;56;No;No;121.6;84;165.3;115;243.9;95;8.9;8.9;1;Vinculado
725;AR;95;No;No;69.4;79;190.8;109;219.9;102;8.9;8.9;0;Vinculado
726;CT;134;No;No;177.2;91;228.7;105;194.3;113;8.9;8.9;2;Vinculado
727;IL;108;Si;No;137.3;68;143.8;94;238.7;101;8.9;8.9;1;Retirado
728;NJ;91;No;No;93.5;110;213.3;79;171.7;83;8.9;8.9;4;Retirado
729;ME;105;No;No;212.0;113;226.6;128;193.6;114;8.9;8.9;3;Vinculado
730;WV;84;No;No;86.0;83;260.7;86;98.6;109;8.9;8.9;1;Vinculado
731;UT;4;Si;No;145.3;89;303.8;93;206.1;82;8.9;8.9;0;Vinculado
732;NH;130;No;No;213.1;105;206.2;108;163.4;93;8.9;8.9;0;Vinculado
733;WI;90;No;No;200.9;92;164.3;91;249.0;98;8.9;8.9;1;Vinculado
734;WY;142;No;No;131.7;85;239.6;118;235.1;77;8.9;8.9;1;Vinculado
735;WA;177;No;No;266.1;91;225.2;79;224.7;58;8.9;8.9;3;Retirado
736;RI;63;Si;No;62.9;112;202.9;111;259.0;58;8.9;8.9;1;Vinculado
737;CA;67;No;No;102.8;93;137.8;91;158.9;110;8.9;8.9;1;Vinculado
738;WA;97;No;No;276.1;82;201.1;106;231.3;73;8.9;8.9;0;Retirado
739;IN;68;No;No;249.9;127;254.5;118;273.2;98;8.9;8.9;2;Retirado
740;HI;53;Si;No;145.0;80;228.4;82;169.4;109;8.9;8.9;0;Vinculado
741;MA;123;;No;209.4;49;237.4;117;239.2;98;9.8;9.8;1;Vinculado
742;NM;148;No;No;153.6;148;262.1;87;225.5;99;9.8;9.8;2;Vinculado
743;VA;99;No;No;130.4;121;219.9;103;84.1;85;9.8;9.8;2;Vinculado
744;GA;136;No;No;163.4;83;249.3;119;249.7;90;9.8;9.8;7;Vinculado
745;MA;102;No;No;143.7;82;170.9;83;310.9;112;9.8;9.8;2;Vinculado
746;UT;188;No;No;231.1;92;182.4;93;227.2;89;9.8;9.8;4;Vinculado
747;IA;86;No;No;126.3;115;168.8;112;154.6;95;9.8;9.8;2;Vinculado
748;MA;73;No;No;94.1;136;280.3;122;205.0;77;9.8;9.8;0;Vinculado
749;MO;61;No;No;45.0;108;151.3;74;152.9;94;9.8;9.8;2;Vinculado
750;CO;65;No;No;158.8;53;188.5;132;189.3;87;9.8;9.8;2;Vinculado
751;NM;83;No;No;129.6;81;189.7;117;219.0;118;9.8;9.8;2;Vinculado
752;MD;58;No;No;187.6;113;217.4;115;139.7;92;9.8;9.8;3;Vinculado
753;UT;110;No;No;271.1;108;237.0;122;239.9;122;9.8;9.8;2;Retirado
754;FL;91;No;No;153.2;70;231.7;91;115.1;80;9.8;9.8;4;Retirado
755;SD;104;No;No;234.2;128;293.1;92;183.9;79;9.8;9.8;0;Retirado
756;MT;72;No;No;253.0;73;219.3;78;210.8;89;9.8;9.8;0;Vinculado
757;DC;108;No;No;138.6;122;172.3;117;231.6;92;9.8;9.8;1;Vinculado
758;OR;12;No;No;204.6;98;212.5;90;182.1;95;9.8;9.8;2;Vinculado
759;MT;49;Si;No;157.6;101;256.4;69;260.8;107;9.8;9.8;1;Vinculado
760;SD;139;No;No;196.0;135;186.0;146;153.0;92;9.8;9.8;3;Vinculado
761;IL;110;No;No;74.5;117;200.8;98;192.2;101;9.8;9.8;3;Vinculado
762;AL;131;No;No;234.0;117;209.4;143;258.8;105;9.8;9.8;1;Vinculado
763;WI;72;No;No;179.9;113;149.8;112;168.2;79;9.8;9.8;2;Vinculado
764;AK;146;Si;No;163.5;85;224.8;149;253.1;116;9.8;9.8;1;Vinculado
765;FL;119;No;No;109.2;96;153.1;80;240.0;102;9.8;9.8;2;Vinculado
766;OR;53;No;No;261.2;119;250.8;105;176.0;112;9.8;9.8;0;Retirado
767;MN;166;No;No;152.1;95;121.0;105;198.0;126;9.8;9.8;0;Vinculado
768;TN;139;No;No;196.9;58;137.1;91;216.6;101;9.8;9.8;1;Vinculado
769;DC;136;;No;204.5;63;208.8;95;224.0;119;9.8;9.8;0;Vinculado
770;ME;39;No;No;154.1;104;204.2;112;196.2;92;9.8;9.8;2;Vinculado
771;PA;136;No;No;102.1;75;219.5;97;73.7;92;9.8;9.8;0;Vinculado
772;RI;128;No;No;212.4;118;148.6;108;214.8;98;9.8;9.8;1;Vinculado
773;KS;107;No;No;260.5;108;102.4;110;129.7;148;9.8;9.8;1;Vinculado
774;TX;37;Si;No;172.9;119;183.0;86;226.4;100;9.8;9.8;0;Retirado
775;VT;76;No;No;208.5;124;173.0;117;221.1;95;9.8;9.8;0;Vinculado
776;LA;151;No;No;178.7;116;292.1;138;265.9;101;9.8;9.8;0;Vinculado
777;AZ;117;No;No;239.9;84;174.8;106;209.5;93;9.8;9.8;0;Vinculado
778;UT;107;No;No;257.7;98;156.5;84;104.4;123;9.8;9.8;1;Vinculado
779;DC;170;No;No;184.1;106;204.9;70;224.3;133;9.8;9.8;2;Vinculado
780;CO;102;No;No;95.6;88;167.6;106;177.3;95;9.8;9.8;3;Vinculado
781;WY;88;No;No;138.7;92;205.8;73;247.9;119;9.8;9.8;1;Vinculado
782;ID;77;No;No;251.8;72;205.7;126;275.2;109;9.8;9.8;2;Retirado
783;WA;88;No;No;202.6;139;210.7;123;81.1;86;9.8;9.8;1;Vinculado
784;LA;44;No;No;189.7;122;178.9;72;244.7;93;9.8;9.8;0;Vinculado
785;OK;139;No;No;148.7;90;204.3;106;144.1;105;9.8;9.8;2;Vinculado
786;MD;121;No;No;190.7;103;183.5;117;220.8;103;9.8;9.8;3;Vinculado
787;MN;84;No;No;216.1;114;197.5;107;217.8;104;9.8;9.8;1;Vinculado
788;RI;112;No;No;168.6;102;298.0;117;194.7;110;9.8;9.8;1;Vinculado
789;AZ;138;No;No;87.6;112;266.9;107;214.6;104;9.8;9.8;2;Vinculado
790;WY;33;No;No;213.9;88;239.8;119;148.7;71;9.8;9.8;2;Vinculado
791;LA;34;No;No;151.1;92;211.7;86;205.8;72;9.8;9.8;0;Vinculado
792;NE;95;No;No;88.0;81;145.9;109;237.7;90;9.8;9.8;2;Vinculado
793;VA;74;No;No;165.3;120;198.5;106;208.5;102;9.8;9.8;1;Vinculado
794;GA;90;No;No;68.8;124;168.1;106;281.7;96;9.8;9.8;1;Vinculado
795;DC;123;No;No;211.0;92;217.0;102;214.8;104;9.8;9.8;3;Vinculado
796;NJ;96;No;No;150.0;122;218.5;116;212.4;89;9.8;9.8;3;Vinculado
797;WV;112;;No;168.4;53;187.5;68;204.5;125;9.8;9.8;1;Vinculado
798;MO;85;No;No;126.1;112;274.7;126;184.4;95;9.8;9.8;1;Vinculado
799;KS;74;No;No;286.9;113;260.8;121;137.1;94;12.6;12.6;0;Retirado
800;ID;57;No;No;217.1;115;258.6;92;173.7;117;12.6;12.6;2;Vinculado
801;WA;134;No;No;208.3;86;253.6;89;291.0;86;12.6;12.6;1;Vinculado
802;VA;118;No;No;154.6;112;184.2;105;217.4;102;12.6;12.6;2;Vinculado
803;OR;116;Si;No;215.4;104;204.8;79;278.5;109;12.6;12.6;3;Vinculado
804;OR;132;No;No;191.9;107;206.9;127;272.0;88;12.6;12.6;1;Vinculado
805;OR;89;No;No;111.2;101;122.1;94;180.8;85;12.6;12.6;3;Vinculado
806;PA;114;No;No;155.3;75;169.9;87;207.0;133;12.6;12.6;2;Vinculado
807;WY;146;No;No;109.0;69;265.8;98;228.3;80;12.6;12.6;1;Vinculado
808;FL;101;No;No;131.0;148;237.7;126;281.3;111;12.6;12.6;3;Vinculado
809;WV;161;No;No;159.6;102;212.6;119;151.4;83;12.6;12.6;5;Retirado
810;RI;104;Si;No;160.4;73;293.9;103;306.6;90;12.6;12.6;4;Vinculado
811;OK;152;No;No;284.6;113;141.8;101;127.4;78;12.6;12.6;0;Vinculado
812;AL;102;No;No;123.1;106;182.0;102;244.6;75;12.6;12.6;2;Vinculado
813;OR;112;No;No;206.2;122;164.5;94;140.3;101;12.6;12.6;3;Vinculado
814;MS;65;No;No;193.8;113;151.7;106;208.9;94;12.6;12.6;3;Vinculado
815;NV;60;No;No;197.0;130;219.2;105;102.8;113;12.6;12.6;1;Vinculado
816;MT;94;No;No;163.5;136;143.7;111;253.4;82;12.6;12.6;1;Vinculado
817;MN;130;No;No;204.5;88;178.4;85;229.6;78;12.6;12.6;0;Vinculado
818;GA;107;No;No;114.9;119;239.7;91;165.3;112;12.6;12.6;2;Vinculado
819;MO;135;No;No;246.8;129;187.8;121;154.5;109;12.6;12.6;1;Vinculado
820;VT;43;No;No;135.8;125;163.2;88;229.8;106;12.6;12.6;0;Vinculado
821;SC;108;No;No;187.4;101;199.9;126;216.1;107;12.6;12.6;1;Vinculado
822;NM;161;No;No;107.5;121;256.4;46;247.2;131;12.6;12.6;2;Vinculado
823;CO;140;No;No;149.7;71;212.5;97;245.9;67;12.6;12.6;3;Vinculado
824;MT;25;No;No;134.3;98;202.3;109;195.9;100;12.6;12.6;2;Vinculado
825;AZ;97;;No;100.8;74;233.8;88;208.7;79;12.6;12.6;2;Vinculado
826;IN;130;No;No;115.6;129;167.8;104;141.8;124;12.6;12.6;1;Vinculado
827;MO;86;No;No;83.5;96;221.1;63;349.7;75;12.6;12.6;0;Vinculado
828;IA;93;No;No;198.1;93;236.1;95;127.3;121;12.6;12.6;2;Vinculado
829;SC;212;No;No;226.0;127;304.6;83;181.2;132;12.6;12.6;2;Retirado
830;UT;139;No;No;165.0;132;249.7;86;170.3;128;12.6;12.6;1;Vinculado
831;MN;128;Si;No;192.8;96;136.6;86;151.8;75;13.5;13.5;1;Retirado
832;NM;55;No;No;132.0;103;279.6;114;180.0;74;13.5;13.5;0;Vinculado
833;KY;113;No;No;215.6;96;193.4;127;105.4;115;13.5;13.5;1;Vinculado
834;OK;100;No;No;203.1;96;217.0;126;180.9;122;13.5;13.5;3;Vinculado
835;OK;101;No;No;89.7;118;260.1;79;170.1;93;13.5;13.5;5;Retirado
836;UT;67;No;No;225.9;78;243.1;83;84.1;94;13.5;13.5;2;Retirado
837;TN;110;No;No;220.9;100;279.6;76;239.8;107;13.5;13.5;1;Retirado
838;WY;113;No;No;155.0;93;330.6;106;189.4;123;13.5;13.5;1;Vinculado
839;SC;101;No;No;158.4;92;188.0;117;219.7;125;13.5;13.5;4;Retirado
840;MS;101;No;No;239.0;156;273.0;106;278.2;93;13.5;13.5;1;Retirado
841;MO;110;No;No;222.7;94;105.8;98;214.8;78;13.5;13.5;1;Vinculado
842;IL;183;No;No;108.3;87;183.6;116;176.6;109;13.5;13.5;0;Vinculado
843;NH;119;No;No;138.3;89;170.5;78;263.9;98;13.5;13.5;3;Vinculado
844;IN;56;No;No;254.8;83;194.0;98;186.2;118;13.5;13.5;4;Vinculado
845;DC;101;No;No;257.3;84;184.8;115;108.9;109;13.5;13.5;0;Vinculado
846;OR;27;No;No;232.1;81;210.8;101;165.4;87;15.0;15.0;5;Vinculado
847;MS;115;No;No;182.1;97;231.1;76;246.2;103;15.0;15.0;0;Vinculado
848;CO;23;No;No;190.2;89;166.4;108;219.8;73;15.0;15.0;6;Vinculado
849;OR;70;No;No;101.9;98;193.3;113;167.5;126;15.0;15.0;1;Vinculado
850;CO;89;No;No;94.5;107;191.8;85;196.2;131;15.0;15.0;1;Vinculado
851;UT;144;No;No;139.6;96;124.2;93;95.6;75;15.0;15.0;2;Vinculado
852;DE;73;No;No;254.8;85;143.4;80;153.9;102;15.0;15.0;2;Vinculado
853;NC;127;;No;134.9;79;221.5;114;113.8;118;15.0;15.0;1;Vinculado
854;MD;70;No;No;170.2;98;155.2;102;228.6;76;15.0;15.0;1;Vinculado
855;ND;58;No;No;177.4;107;204.7;104;141.9;123;15.0;15.0;3;Vinculado
856;WV;145;No;No;129.4;97;185.4;101;204.7;106;1.1;1.1;2;Vinculado
857;MO;154;No;No;162.0;87;199.5;147;243.0;66;1.1;1.1;1;Vinculado
858;MS;123;Si;No;125.5;106;128.9;96;251.9;129;6.3;6.3;4;Retirado
859;CO;84;No;No;148.8;89;189.8;93;147.6;73;6.3;6.3;1;Vinculado
860;MO;20;No;No;190.0;109;258.2;84;181.5;102;6.3;6.3;0;Vinculado
861;IL;149;No;No;69.1;117;136.3;100;181.7;53;6.3;6.3;1;Vinculado
862;NJ;67;No;No;178.0;77;233.6;88;175.6;88;6.3;6.3;2;Vinculado
863;NH;74;No;No;233.6;72;168.0;103;276.3;71;6.3;6.3;2;Vinculado
864;PA;79;No;No;268.3;114;185.5;111;264.6;88;6.3;6.3;1;Retirado
865;OK;112;No;No;166.0;79;74.6;100;247.9;74;6.3;6.3;0;Vinculado
866;WA;110;No;No;185.1;100;165.1;88;111.6;104;6.3;6.3;3;Vinculado
867;MI;81;No;No;153.5;99;197.6;102;198.5;86;6.3;6.3;2;Vinculado
868;ME;89;No;No;242.5;71;213.3;109;231.0;84;6.3;6.3;3;Vinculado
869;OK;116;No;No;211.3;91;190.9;116;184.1;134;6.3;6.3;2;Vinculado
870;AL;106;No;No;212.9;110;187.0;69;128.1;71;6.3;6.3;3;Vinculado
871;AL;32;No;No;230.9;87;187.4;90;154.0;53;6.3;6.3;0;Vinculado
872;WY;63;No;No;120.1;103;179.2;132;127.3;82;6.3;6.3;1;Vinculado
873;OR;177;No;No;84.9;77;;109;210.5;66;7.5;7.5;2;Vinculado
874;UT;96;Si;No;99.8;101;253.6;83;112.5;75;7.5;7.5;0;Vinculado
875;IA;157;No;No;248.7;113;251.8;79;262.7;46;7.5;7.5;5;Retirado
876;CO;126;No;No;120.0;82;213.6;111;312.9;136;7.5;7.5;1;Vinculado
877;AL;88;No;No;181.9;90;151.5;87;143.0;100;7.5;7.5;1;Vinculado
878;NV;94;No;No;190.6;108;152.3;95;144.7;97;7.5;7.5;1;Vinculado
879;MO;152;No;No;101.2;122;141.6;87;198.5;124;7.5;7.5;2;Vinculado
880;TX;92;No;No;240.2;86;107.6;79;156.6;121;7.5;7.5;1;Vinculado
881;NJ;127;;No;262.9;95;175.9;126;202.1;101;7.5;7.5;1;Vinculado
882;ME;88;No;No;192.0;91;127.6;127;155.6;125;7.5;7.5;1;Vinculado
883;AR;156;No;No;178.8;94;178.4;97;169.2;77;7.5;7.5;1;Vinculado
884;OH;65;No;No;187.9;116;157.6;117;227.3;86;7.5;7.5;1;Vinculado
885;OK;116;No;No;205.0;90;140.9;114;272.6;96;7.5;7.5;2;Vinculado
886;NV;115;No;No;184.1;98;327.0;73;212.5;106;7.5;7.5;2;Vinculado
887;WI;89;No;No;326.3;112;165.1;110;162.9;97;7.5;7.5;1;Retirado
888;CT;77;No;No;245.2;87;254.1;83;239.4;91;7.5;7.5;0;Retirado
889;MO;86;No;No;223.0;109;286.2;76;257.8;132;7.5;7.5;3;Retirado
890;ME;100;No;No;264.5;117;194.0;111;262.7;111;7.5;7.5;2;Retirado
891;MO;104;No;No;189.3;73;156.2;120;232.2;76;7.5;7.5;3;Vinculado
892;WV;87;No;No;124.3;91;173.4;105;256.3;109;7.5;7.5;3;Vinculado
893;CT;33;No;No;182.5;65;232.1;96;149.2;82;7.5;7.5;2;Vinculado
894;CT;67;No;No;115.5;70;252.2;143;208.9;91;7.5;7.5;0;Vinculado
895;MO;76;No;No;129.7;84;177.5;80;228.9;87;7.5;7.5;5;Retirado
896;VT;63;No;No;142.5;92;208.3;102;228.9;120;7.5;7.5;2;Vinculado
897;DE;119;No;No;176.8;90;224.7;81;204.6;77;7.5;7.5;1;Vinculado
898;CO;137;No;No;127.0;107;323.2;75;143.9;127;7.5;7.5;1;Vinculado
899;ND;140;No;No;244.7;115;258.6;101;231.3;112;7.5;7.5;1;Retirado
900;KS;33;No;No;228.1;77;176.3;102;224.5;119;7.5;7.5;0;Vinculado
901;MT;121;No;No;213.2;79;120.7;116;244.4;102;7.5;7.5;1;Vinculado
902;WA;124;No;No;282.8;108;246.3;89;256.4;96;10.3;10.3;3;Retirado
903;VT;73;No;No;217.8;91;220.6;97;277.3;89;10.3;10.3;1;Retirado
904;KY;105;No;No;181.3;134;136.0;84;271.2;122;10.3;10.3;1;Vinculado
905;VA;146;No;No;205.4;101;134.9;77;310.5;83;10.3;10.3;3;Vinculado
906;DE;105;Si;No;150.0;106;293.8;123;250.7;65;10.3;10.3;3;Vinculado
907;TN;196;No;No;133.1;80;206.5;120;221.6;96;10.3;10.3;1;Vinculado
908;NH;59;No;No;163.5;107;187.1;91;179.1;100;10.3;10.3;2;Vinculado
909;RI;133;;No;127.3;108;251.3;81;135.0;88;10.3;10.3;1;Vinculado
910;MT;83;No;No;188.3;70;243.8;88;213.7;79;10.3;10.3;0;Vinculado
911;WV;62;No;No;128.7;111;169.5;104;193.6;97;10.3;10.3;1;Vinculado
912;WV;173;No;No;191.4;114;168.5;138;109.3;99;10.3;10.3;1;Vinculado
913;NH;75;No;No;226.1;105;201.5;107;246.2;98;10.3;10.3;1;Vinculado
914;MS;79;No;No;161.6;94;187.5;110;220.8;71;10.3;10.3;2;Vinculado
915;VA;104;No;No;139.7;112;199.8;127;189.3;104;10.3;10.3;2;Vinculado
916;NV;77;No;No;215.5;81;170.9;100;170.3;59;10.3;10.3;1;Vinculado
917;AZ;136;No;No;92.0;117;253.6;77;214.1;90;10.3;10.3;1;Vinculado
918;SD;91;No;No;153.0;123;141.1;127;171.5;76;10.3;10.3;1;Retirado
919;DE;51;No;No;181.5;108;196.9;87;187.2;119;10.3;10.3;1;Vinculado
920;WV;137;No;No;84.3;98;259.5;115;197.5;115;10.3;10.3;2;Vinculado
921;VA;132;No;No;81.1;86;245.2;72;237.0;115;10.3;10.3;0;Vinculado
